id,name,email,datetime,clinicName
31082,Esther McKenzie,esther_mckenzie@gmail.com,2019-11-19T23:51:06.043Z,SANTA_FE
31083,Callie Chavez,callie_chavez@gmail.com,2019-11-14T23:20:20.154Z,SANTA_FE
31084,Sally Fleming,sally_fleming@gmail.com,2019-11-02T09:41:57.029Z,EXPLANADA
31085,Effie Higgins,effie_higgins@gmail.com,2019-11-21T08:58:24.858Z,EXPLANADA
31086,Jesus Fox,jesus_fox@gmail.com,2019-11-03T14:09:26.932Z,SOLESTA
31087,Joseph Welch,joseph_welch@gmail.com,2019-11-10T14:20:25.554Z,SOLESTA
31088,Callie Banks,callie_banks@gmail.com,2019-11-25T01:41:50.265Z,EXPLANADA
31089,Caleb Chapman,caleb_chapman@gmail.com,2019-11-06T14:10:57.987Z,SOLESTA
31090,Larry Swanson,larry_swanson@gmail.com,2019-11-10T16:38:04.480Z,ANGELOPOLIS
31091,Garrett Santiago,garrett_santiago@gmail.com,2019-11-03T15:54:47.867Z,SANTA_FE
31092,Ann Bass,ann_bass@gmail.com,2019-11-10T23:31:48.177Z,SOLESTA
31093,Roy Greer,roy_greer@gmail.com,2019-11-03T17:26:03.498Z,ANGELOPOLIS
31094,Ida Buchanan,ida_buchanan@gmail.com,2019-11-29T06:29:11.212Z,ANGELOPOLIS
31095,Charlotte Hardy,charlotte_hardy@gmail.com,2019-11-02T02:05:27.355Z,EXPLANADA
31096,Brent Perkins,rosalie_park@gmail.com,2019-11-06T04:50:57.954Z,ANGELOPOLIS
31097,Roger Nguyen,roger_nguyen@gmail.com,2019-11-07T14:21:09.653Z,ANGELOPOLIS
31098,Eddie Shelton,eddie_shelton@gmail.com,2019-11-29T23:30:53.930Z,SOLESTA
31099,William Newton,william_newton@gmail.com,2019-11-19T09:19:37.372Z,SOLESTA
31100,Joe Tucker,joe_tucker@gmail.com,2019-11-14T05:59:41.178Z,SANTA_FE
31101,Lettie Rivera,lettie_rivera@gmail.com,2019-11-01T21:09:36.137Z,EXPLANADA
31102,Richard Jordan,richard_jordan@gmail.com,2019-11-30T13:03:20.409Z,EXPLANADA
31103,Leila Christensen,leila_christensen@gmail.com,2019-11-02T18:25:50.891Z,EXPLANADA
31104,Lewis Morrison,lewis_morrison@gmail.com,2019-11-11T03:41:51.259Z,SANTA_FE
31105,Georgie Briggs,georgie_briggs@gmail.com,2019-11-30T04:12:09.982Z,ANGELOPOLIS
31106,Alfred Hardy,alfred_hardy@gmail.com,2019-11-15T22:43:43.142Z,SANTA_FE
31107,Brian Copeland,brian_copeland@gmail.com,2019-11-22T00:34:39.013Z,SANTA_FE
31108,Effie Mathis,christina_torres@gmail.com,2019-11-18T22:21:14.101Z,SANTA_FE
31109,Genevieve Shelton,sally_sutton@gmail.com,2019-11-01T12:41:05.038Z,SANTA_FE
31110,Calvin Tran,calvin_tran@gmail.com,2019-11-29T22:06:52.647Z,SOLESTA
31111,Randall Jones,randall_jones@gmail.com,2019-11-20T17:34:49.517Z,SOLESTA
31112,Lucy Norman,lucy_norman@gmail.com,2019-11-15T15:22:39.828Z,ANGELOPOLIS
31113,Maud Woods,maud_woods@gmail.com,2019-11-10T09:15:59.969Z,ANGELOPOLIS
31114,Adele Weaver,josephine_shaw@gmail.com,2019-11-22T20:40:45.488Z,SOLESTA
31115,Sallie Ward,cornelia_willis@gmail.com,2019-11-07T13:33:42.817Z,EXPLANADA
31116,Joshua Baldwin,joshua_baldwin@gmail.com,2019-11-24T08:16:18.690Z,EXPLANADA
31117,Jeffery Gibson,jeffery_gibson@gmail.com,2019-11-23T01:16:27.953Z,SANTA_FE
31118,Ethan Garza,ethan_garza@gmail.com,2019-11-24T18:17:56.450Z,SOLESTA
31119,Harriett Keller,harriett_keller@gmail.com,2019-11-01T10:42:16.679Z,SOLESTA
31120,Sally Phillips,sally_phillips@gmail.com,2019-11-02T09:04:13.653Z,EXPLANADA
31121,Essie Parsons,essie_parsons@gmail.com,2019-11-27T04:52:52.624Z,SOLESTA
31122,Ann Aguilar,ann_aguilar@gmail.com,2019-11-05T03:41:03.300Z,EXPLANADA
31123,Anthony Cooper,anthony_cooper@gmail.com,2019-11-29T17:14:30.698Z,ANGELOPOLIS
31124,Betty Hayes,betty_hayes@gmail.com,2019-11-09T05:11:01.228Z,SANTA_FE
31125,Sam Kim,sam_kim@gmail.com,2019-11-30T22:50:23.332Z,SANTA_FE
31126,Louise Carter,louise_carter@gmail.com,2019-11-04T11:34:08.170Z,SOLESTA
31127,Elsie Bowers,elsie_bowers@gmail.com,2019-11-22T21:26:55.203Z,EXPLANADA
31128,Rosie Rogers,rosie_rogers@gmail.com,2019-11-30T02:12:01.572Z,SOLESTA
31129,Andre Jacobs,andre_jacobs@gmail.com,2019-11-19T08:11:32.145Z,SOLESTA
31130,Harriett Colon,harriett_colon@gmail.com,2019-11-07T23:46:42.555Z,SOLESTA
31131,Addie Schmidt,addie_schmidt@gmail.com,2019-11-30T23:11:18.727Z,EXPLANADA
31132,Ann Diaz,ann_diaz@gmail.com,2019-11-04T02:41:58.915Z,EXPLANADA
31133,Belle Grant,belle_grant@gmail.com,2019-11-08T13:30:18.132Z,ANGELOPOLIS
31134,Brent Fowler,brent_fowler@gmail.com,2019-11-25T21:42:00.688Z,SOLESTA
31135,Beatrice Bush,beatrice_bush@gmail.com,2019-11-06T13:13:32.965Z,SOLESTA
31136,Marvin Peters,marvin_peters@gmail.com,2019-11-14T07:08:28.377Z,ANGELOPOLIS
31137,Jay Colon,jay_colon@gmail.com,2019-11-18T22:59:31.778Z,EXPLANADA
31138,Lida Stewart,lida_stewart@gmail.com,2019-11-11T13:23:33.915Z,ANGELOPOLIS
31139,Vernon Adkins,vernon_adkins@gmail.com,2019-12-01T04:59:43.498Z,SOLESTA
31140,Troy Torres,troy_torres@gmail.com,2019-11-17T22:42:48.216Z,EXPLANADA
31141,Bruce Floyd,bruce_floyd@gmail.com,2019-11-21T01:49:29.370Z,ANGELOPOLIS
31142,Bettie Taylor,bettie_taylor@gmail.com,2019-11-09T10:55:33.833Z,ANGELOPOLIS
31143,Erik Romero,erik_romero@gmail.com,2019-11-12T20:04:41.539Z,EXPLANADA
31144,Sue Anderson,sue_anderson@gmail.com,2019-11-28T04:58:17.424Z,SOLESTA
31145,Clyde Bryan,clyde_bryan@gmail.com,2019-11-21T13:35:46.234Z,SOLESTA
31146,Rodney Cooper,rodney_cooper@gmail.com,2019-11-18T23:52:59.694Z,ANGELOPOLIS
31147,Jeanette Holt,jeanette_holt@gmail.com,2019-11-09T11:11:16.947Z,EXPLANADA
31148,Leona Figueroa,leona_figueroa@gmail.com,2019-11-21T03:49:29.253Z,SOLESTA
31149,Ora Robinson,tom_caldwell@gmail.com,2019-11-10T21:03:03.193Z,ANGELOPOLIS
31150,Frank Stevenson,frank_stevenson@gmail.com,2019-11-28T10:05:43.795Z,SANTA_FE
31151,Nathan Butler,matthew_jenkins@gmail.com,2019-11-11T10:10:43.296Z,EXPLANADA
31152,Kyle Washington,kyle_washington@gmail.com,2019-11-18T20:44:32.103Z,SANTA_FE
31153,Rose Terry,rose_terry@gmail.com,2019-11-23T16:38:14.765Z,EXPLANADA
31154,Herbert Page,herbert_page@gmail.com,2019-11-01T12:02:54.105Z,SOLESTA
31155,Howard McGee,howard_mcgee@gmail.com,2019-11-02T06:46:59.885Z,EXPLANADA
31156,Nettie Evans,nettie_evans@gmail.com,2019-11-17T21:22:05.781Z,SOLESTA
31157,Lou Lindsey,lou_lindsey@gmail.com,2019-11-28T16:31:16.538Z,SOLESTA
31158,Rebecca Kelley,rebecca_kelley@gmail.com,2019-11-04T23:15:23.779Z,SANTA_FE
31159,Joseph Mendez,joseph_mendez@gmail.com,2019-11-27T19:50:43.796Z,EXPLANADA
31160,Jim Johnston,jim_johnston@gmail.com,2019-11-09T08:57:30.897Z,ANGELOPOLIS
31161,Victoria Owen,olga_leonard@gmail.com,2019-11-28T21:43:11.454Z,SANTA_FE
31162,Jesus Ferguson,jesus_ferguson@gmail.com,2019-11-18T22:03:33.963Z,SANTA_FE
31163,Cynthia Bradley,cynthia_bradley@gmail.com,2019-11-19T03:53:32.273Z,ANGELOPOLIS
31164,Minnie Peters,minnie_peters@gmail.com,2019-11-27T05:36:05.461Z,SOLESTA
31165,Roger Erickson,roger_erickson@gmail.com,2019-11-05T16:37:31.100Z,SOLESTA
31166,Bessie Price,bessie_price@gmail.com,2019-11-27T07:30:29.431Z,SANTA_FE
31167,Rodney Craig,rodney_craig@gmail.com,2019-11-28T08:28:47.462Z,SANTA_FE
31168,Curtis Cole,philip_aguilar@gmail.com,2019-11-27T04:43:49.501Z,SOLESTA
31169,Marc Hansen,marc_hansen@gmail.com,2019-11-01T14:03:16.662Z,ANGELOPOLIS
31170,Alvin Jennings,alvin_jennings@gmail.com,2019-11-04T20:39:12.727Z,EXPLANADA
31171,Adele Baker,adele_baker@gmail.com,2019-11-17T03:31:13.574Z,ANGELOPOLIS
31172,Harriett Welch,harriett_welch@gmail.com,2019-11-20T08:54:27.012Z,SOLESTA
31173,Josephine Munoz,josephine_munoz@gmail.com,2019-11-22T23:59:48.518Z,EXPLANADA
31174,Ethan Mathis,ethan_mathis@gmail.com,2019-11-16T10:08:48.555Z,SOLESTA
31175,Leonard Huff,leonard_huff@gmail.com,2019-11-13T13:34:26.938Z,ANGELOPOLIS
31176,Jared Buchanan,jared_buchanan@gmail.com,2019-11-05T03:58:53.152Z,SOLESTA
31177,Georgie George,georgie_george@gmail.com,2019-11-29T20:24:59.149Z,ANGELOPOLIS
31178,Chester Weber,chester_weber@gmail.com,2019-11-13T07:34:02.519Z,SANTA_FE
31179,Rose Mendez,rose_mendez@gmail.com,2019-11-15T00:37:08.947Z,SANTA_FE
31180,Martin Hansen,edgar_wells@gmail.com,2019-11-07T21:44:41.113Z,EXPLANADA
31181,Leo Ramos,leo_ramos@gmail.com,2019-11-11T22:22:07.721Z,SOLESTA
31182,Victoria Briggs,victoria_briggs@gmail.com,2019-11-29T02:36:38.417Z,SANTA_FE
31183,Steven White,steven_white@gmail.com,2019-11-14T17:56:47.161Z,EXPLANADA
31184,Scott Becker,scott_becker@gmail.com,2019-11-21T05:53:38.893Z,SANTA_FE
31185,Katie Webster,katie_webster@gmail.com,2019-11-28T23:33:37.084Z,EXPLANADA
31186,Shawn Hayes,shawn_hayes@gmail.com,2019-11-28T12:47:56.773Z,SANTA_FE
31187,Mina Hoffman,mina_hoffman@gmail.com,2019-11-01T15:44:49.876Z,SANTA_FE
31188,Willie Wade,willie_wade@gmail.com,2019-11-01T11:17:40.511Z,EXPLANADA
31189,Ida Bowman,ida_bowman@gmail.com,2019-11-13T19:24:22.945Z,EXPLANADA
31190,Effie Watson,effie_watson@gmail.com,2019-11-02T10:20:27.256Z,SANTA_FE
31191,Katherine Gardner,katherine_gardner@gmail.com,2019-11-02T00:55:45.341Z,EXPLANADA
31192,Johnny Robbins,johnny_robbins@gmail.com,2019-11-05T11:02:58.304Z,SOLESTA
31193,Maude Fleming,maude_fleming@gmail.com,2019-11-13T04:41:32.240Z,SOLESTA
31194,Kenneth Thomas,kenneth_thomas@gmail.com,2019-11-13T20:34:43.841Z,SANTA_FE
31195,Luis Ellis,luis_ellis@gmail.com,2019-11-13T07:37:36.861Z,SOLESTA
31196,Sean Ferguson,sean_ferguson@gmail.com,2019-11-28T22:40:49.823Z,SOLESTA
31197,Brett Morrison,brett_morrison@gmail.com,2019-12-01T01:16:31.140Z,SOLESTA
31198,Olga Ramsey,olga_ramsey@gmail.com,2019-11-06T02:50:47.066Z,SOLESTA
31199,Wesley McCormick,wesley_mccormick@gmail.com,2019-11-18T00:23:54.977Z,EXPLANADA
31200,Herbert Schneider,herbert_schneider@gmail.com,2019-11-17T23:43:43.936Z,SOLESTA
31201,Mitchell Ruiz,mitchell_ruiz@gmail.com,2019-11-30T01:21:00.167Z,SOLESTA
31202,Gerald Lopez,gerald_lopez@gmail.com,2019-11-08T07:09:17.803Z,EXPLANADA
31203,Annie Duncan,annie_duncan@gmail.com,2019-11-19T19:16:47.896Z,SANTA_FE
31204,Lester Adams,bill_lee@gmail.com,2019-11-13T23:20:23.637Z,SANTA_FE
31205,Ronnie Carter,ronnie_carter@gmail.com,2019-11-18T20:38:38.911Z,SOLESTA
31206,Alvin Hines,alvin_hines@gmail.com,2019-11-25T16:14:16.704Z,SOLESTA
31207,Richard Simmons,richard_simmons@gmail.com,2019-11-07T07:30:56.520Z,SOLESTA
31208,Blake Sullivan,blake_sullivan@gmail.com,2019-11-15T09:51:12.200Z,ANGELOPOLIS
31209,Jorge Douglas,jorge_douglas@gmail.com,2019-11-23T18:59:29.287Z,ANGELOPOLIS
31210,Elizabeth Floyd,elizabeth_floyd@gmail.com,2019-11-27T07:03:56.856Z,ANGELOPOLIS
31211,Lizzie Peterson,lizzie_peterson@gmail.com,2019-11-20T12:37:57.481Z,SANTA_FE
31212,Jared Barrett,jared_barrett@gmail.com,2019-11-02T08:39:14.765Z,ANGELOPOLIS
31213,Lola Gardner,lola_gardner@gmail.com,2019-11-12T12:59:00.299Z,ANGELOPOLIS
31214,Lester Warren,lester_warren@gmail.com,2019-11-15T04:52:00.329Z,SOLESTA
31215,Cora Gray,cora_gray@gmail.com,2019-12-01T04:10:07.704Z,SOLESTA
31216,Chester Vaughn,chester_vaughn@gmail.com,2019-11-12T09:58:17.725Z,SOLESTA
31217,Josephine Kelly,josephine_kelly@gmail.com,2019-11-19T17:06:10.758Z,EXPLANADA
31218,Sam Bowman,sam_bowman@gmail.com,2019-11-25T02:58:18.922Z,EXPLANADA
31219,Jeffery Lopez,jeffery_lopez@gmail.com,2019-11-23T02:08:11.592Z,EXPLANADA
31220,Marcus Dawson,adam_turner@gmail.com,2019-11-30T06:52:36.722Z,ANGELOPOLIS
31221,Mason Fletcher,mason_fletcher@gmail.com,2019-11-17T21:10:30.987Z,SOLESTA
31222,Mattie Ramos,mattie_ramos@gmail.com,2019-11-20T16:47:21.831Z,SOLESTA
31223,Isaac Nunez,isaac_nunez@gmail.com,2019-11-16T04:56:48.889Z,ANGELOPOLIS
31224,Amanda Bell,amanda_bell@gmail.com,2019-11-15T00:18:25.868Z,ANGELOPOLIS
31225,Brent Hayes,brent_hayes@gmail.com,2019-11-09T01:31:06.802Z,SOLESTA
31226,Jeremy Parker,jeremy_parker@gmail.com,2019-11-12T12:28:54.473Z,SANTA_FE
31227,Gertrude McDaniel,gertrude_mcdaniel@gmail.com,2019-11-18T07:06:34.139Z,EXPLANADA
31228,Bertie Norris,bertie_norris@gmail.com,2019-11-12T16:58:33.397Z,EXPLANADA
31229,Myrtie Hoffman,myrtie_hoffman@gmail.com,2019-11-28T08:08:24.550Z,EXPLANADA
31230,Lora Cohen,lora_cohen@gmail.com,2019-11-20T06:05:44.223Z,SANTA_FE
31231,Cody Anderson,cody_anderson@gmail.com,2019-11-24T22:44:51.442Z,ANGELOPOLIS
31232,Barbara Hodges,barbara_hodges@gmail.com,2019-11-27T03:23:25.864Z,SANTA_FE
31233,Clyde Brooks,clyde_brooks@gmail.com,2019-12-01T01:52:16.438Z,ANGELOPOLIS
31234,Matthew Long,matthew_long@gmail.com,2019-11-13T01:53:37.225Z,ANGELOPOLIS
31235,Eugene Holt,eugene_holt@gmail.com,2019-11-26T22:47:58.664Z,ANGELOPOLIS
31236,Laura Padilla,laura_padilla@gmail.com,2019-11-21T09:54:46.832Z,SOLESTA
31237,Alex Gross,alex_gross@gmail.com,2019-11-19T04:37:16.624Z,EXPLANADA
31238,Hannah Howard,hannah_howard@gmail.com,2019-11-24T17:46:05.993Z,EXPLANADA
31239,Mabelle Hawkins,mabelle_hawkins@gmail.com,2019-11-24T07:55:37.278Z,SOLESTA
31240,Lena Fernandez,lena_fernandez@gmail.com,2019-11-21T06:44:09.850Z,EXPLANADA
31241,Alfred Maldonado,caleb_hicks@gmail.com,2019-11-13T00:29:08.072Z,SOLESTA
31242,Nell Alvarado,nell_alvarado@gmail.com,2019-11-10T20:54:18.309Z,SANTA_FE
31243,Birdie Hines,birdie_hines@gmail.com,2019-11-12T15:56:26.997Z,EXPLANADA
31244,Isaiah Parks,lily_craig@gmail.com,2019-11-11T13:28:05.273Z,ANGELOPOLIS
31245,Seth Edwards,seth_edwards@gmail.com,2019-11-12T16:11:24.685Z,ANGELOPOLIS
31246,Belle Jefferson,alfred_blake@gmail.com,2019-11-29T02:00:29.833Z,EXPLANADA
31247,Kevin Silva,kevin_silva@gmail.com,2019-11-08T08:25:43.614Z,EXPLANADA
31248,Lewis Sanders,adeline_cortez@gmail.com,2019-11-04T11:47:12.692Z,ANGELOPOLIS
31249,Olga Maxwell,olga_maxwell@gmail.com,2019-11-30T05:58:38.613Z,SOLESTA
31250,Austin McGee,austin_mcgee@gmail.com,2019-11-02T09:15:04.945Z,SOLESTA
31251,Winnie Bowers,winnie_bowers@gmail.com,2019-11-04T15:32:52.162Z,ANGELOPOLIS
31252,Alejandro Hubbard,alejandro_hubbard@gmail.com,2019-11-14T16:21:31.305Z,EXPLANADA
31253,Ada Phelps,ada_phelps@gmail.com,2019-11-04T05:49:40.009Z,EXPLANADA
31254,Sue Warner,sue_warner@gmail.com,2019-11-15T09:19:15.524Z,SOLESTA
31255,Manuel Norris,manuel_norris@gmail.com,2019-11-23T07:30:25.866Z,EXPLANADA
31256,Mittie Schmidt,jonathan_murray@gmail.com,2019-11-16T19:51:55.085Z,EXPLANADA
31257,Julia Myers,trevor_pratt@gmail.com,2019-11-09T03:03:08.246Z,SANTA_FE
31258,William Griffin,william_griffin@gmail.com,2019-11-10T15:21:16.458Z,SANTA_FE
31259,Cameron Bowers,cameron_bowers@gmail.com,2019-11-30T21:43:33.180Z,SOLESTA
31260,Joe Powers,joe_powers@gmail.com,2019-11-12T01:17:16.231Z,SANTA_FE
31261,Miguel Robinson,miguel_robinson@gmail.com,2019-11-22T07:40:46.738Z,SOLESTA
31262,Douglas Ramos,douglas_ramos@gmail.com,2019-11-28T20:25:56.509Z,ANGELOPOLIS
31263,Minnie Wheeler,minnie_wheeler@gmail.com,2019-11-03T07:56:39.021Z,EXPLANADA
31264,Lulu Garcia,lulu_garcia@gmail.com,2019-11-25T16:20:20.192Z,SANTA_FE
31265,Nicholas Carter,nicholas_carter@gmail.com,2019-11-27T22:59:53.503Z,SOLESTA
31266,Mamie Perez,mamie_perez@gmail.com,2019-11-16T06:33:00.321Z,EXPLANADA
31267,Terry Day,joel_warren@gmail.com,2019-11-23T00:37:46.473Z,SOLESTA
31268,Ellen Carson,jeremy_dean@gmail.com,2019-11-16T00:57:57.832Z,SOLESTA
31269,Samuel Hale,samuel_hale@gmail.com,2019-11-30T15:53:35.565Z,EXPLANADA
31270,Max Gordon,max_gordon@gmail.com,2019-11-05T22:59:08.466Z,SANTA_FE
31271,Henry Cannon,henry_cannon@gmail.com,2019-11-24T13:30:03.910Z,EXPLANADA
31272,Katie Harvey,katie_harvey@gmail.com,2019-11-04T13:42:25.001Z,SANTA_FE
31273,Justin Todd,justin_todd@gmail.com,2019-11-04T19:20:37.508Z,EXPLANADA
31274,Phillip Goodwin,phillip_goodwin@gmail.com,2019-11-07T18:40:31.296Z,SANTA_FE
31275,Ronnie Fisher,ronnie_fisher@gmail.com,2019-11-05T21:22:45.298Z,ANGELOPOLIS
31276,Cory Morales,cory_morales@gmail.com,2019-11-20T03:11:11.133Z,ANGELOPOLIS
31277,Jeremiah Meyer,jeremiah_meyer@gmail.com,2019-11-04T11:36:01.697Z,SOLESTA
31278,Myra Lindsey,myra_lindsey@gmail.com,2019-11-24T03:50:42.676Z,SANTA_FE
31279,Ethan Moran,ethan_moran@gmail.com,2019-11-26T08:32:50.305Z,EXPLANADA
31280,Myra Jensen,myra_jensen@gmail.com,2019-11-29T08:07:34.569Z,ANGELOPOLIS
31281,Floyd Crawford,charlie_campbell@gmail.com,2019-11-15T06:20:00.432Z,EXPLANADA
31282,Brent Moore,herbert_rose@gmail.com,2019-11-09T19:32:27.073Z,SOLESTA
31283,Mike Morris,mike_morris@gmail.com,2019-11-19T05:12:50.807Z,SANTA_FE
31284,Hettie Ballard,hettie_ballard@gmail.com,2019-11-05T16:09:53.177Z,SANTA_FE
31285,Juan Rios,juan_rios@gmail.com,2019-11-13T10:18:18.819Z,SOLESTA
31286,Bettie Beck,bettie_beck@gmail.com,2019-11-12T10:07:04.045Z,SANTA_FE
31287,Genevieve McCormick,genevieve_mccormick@gmail.com,2019-11-26T03:05:02.306Z,ANGELOPOLIS
31288,Katie Hale,mark_perry@gmail.com,2019-11-15T12:16:11.102Z,SOLESTA
31289,Mark Carter,mark_carter@gmail.com,2019-11-27T21:49:05.506Z,SOLESTA
31290,Elnora Blair,elnora_blair@gmail.com,2019-11-30T16:11:26.550Z,SANTA_FE
31291,Don Bowman,don_bowman@gmail.com,2019-11-27T22:29:19.052Z,SOLESTA
31292,Alberta Quinn,alberta_quinn@gmail.com,2019-11-19T23:37:24.257Z,SANTA_FE
31293,Hunter Malone,hunter_malone@gmail.com,2019-11-14T06:20:53.828Z,EXPLANADA
31294,Leroy Zimmerman,leroy_zimmerman@gmail.com,2019-11-23T13:14:30.908Z,ANGELOPOLIS
31295,Nora Fernandez,nora_fernandez@gmail.com,2019-11-26T20:13:59.472Z,SOLESTA
31296,Iva Jennings,iva_jennings@gmail.com,2019-11-14T06:32:36.960Z,SOLESTA
31297,Ivan Kennedy,ivan_kennedy@gmail.com,2019-11-27T09:07:47.004Z,SOLESTA
31298,Katie Haynes,katie_haynes@gmail.com,2019-11-08T15:09:53.665Z,ANGELOPOLIS
31299,Susie Bryant,susie_bryant@gmail.com,2019-11-01T11:18:55.759Z,SOLESTA
31300,Daniel Coleman,fanny_white@gmail.com,2019-11-16T11:12:25.289Z,EXPLANADA
31301,Seth Harris,seth_harris@gmail.com,2019-11-18T12:55:43.102Z,ANGELOPOLIS
31302,Ruth Doyle,ruth_doyle@gmail.com,2019-11-14T13:04:40.074Z,ANGELOPOLIS
31303,Lilly Cooper,lilly_cooper@gmail.com,2019-11-17T14:50:57.650Z,EXPLANADA
31304,Joseph Nelson,joseph_nelson@gmail.com,2019-11-09T05:29:19.790Z,SANTA_FE
31305,Aaron Robinson,aaron_robinson@gmail.com,2019-11-17T18:52:38.672Z,SANTA_FE
31306,Milton Moreno,milton_moreno@gmail.com,2019-11-08T21:04:17.875Z,SANTA_FE
31307,Erik Sandoval,erik_sandoval@gmail.com,2019-11-10T22:52:12.395Z,SOLESTA
31308,Albert Powers,albert_powers@gmail.com,2019-11-19T03:07:30.836Z,ANGELOPOLIS
31309,Flora Owen,flora_owen@gmail.com,2019-11-13T05:50:47.095Z,ANGELOPOLIS
31310,Eula Grant,kathryn_norris@gmail.com,2019-11-02T12:41:44.634Z,SANTA_FE
31311,Eva Vargas,eva_vargas@gmail.com,2019-11-24T10:41:54.775Z,EXPLANADA
31312,Joseph Craig,joseph_craig@gmail.com,2019-11-19T02:43:38.290Z,EXPLANADA
31313,Anthony Brewer,anthony_brewer@gmail.com,2019-11-08T15:26:29.374Z,SANTA_FE
31314,Ophelia Hughes,ophelia_hughes@gmail.com,2019-11-20T12:01:33.900Z,ANGELOPOLIS
31315,Hallie Chandler,hallie_chandler@gmail.com,2019-11-06T07:43:20.155Z,EXPLANADA
31316,Louise Baker,louise_baker@gmail.com,2019-11-26T13:51:13.014Z,ANGELOPOLIS
31317,Fannie Estrada,fannie_estrada@gmail.com,2019-11-10T07:05:57.615Z,EXPLANADA
31318,Ruth Carpenter,seth_jimenez@gmail.com,2019-11-06T21:53:44.508Z,SANTA_FE
31319,Alma Estrada,alma_estrada@gmail.com,2019-11-19T09:06:59.952Z,EXPLANADA
31320,Gary Strickland,angel_edwards@gmail.com,2019-11-28T06:13:15.067Z,EXPLANADA
31321,Michael Adkins,michael_adkins@gmail.com,2019-11-01T09:39:27.351Z,ANGELOPOLIS
31322,Jeanette Chapman,jeanette_chapman@gmail.com,2019-11-20T23:07:08.099Z,SANTA_FE
31323,Beulah Adkins,beulah_adkins@gmail.com,2019-11-16T20:40:00.417Z,EXPLANADA
31324,Tom Sutton,tom_sutton@gmail.com,2019-11-07T04:23:28.185Z,SOLESTA
31325,Lura Ruiz,mario_doyle@gmail.com,2019-11-05T06:09:04.677Z,SOLESTA
31326,Gary Foster,gary_foster@gmail.com,2019-11-14T08:52:14.541Z,ANGELOPOLIS
31327,Rosie Yates,rosie_yates@gmail.com,2019-11-26T17:29:56.527Z,SANTA_FE
31328,Curtis Palmer,curtis_palmer@gmail.com,2019-11-06T12:57:06.739Z,EXPLANADA
31329,Ollie Lambert,ollie_lambert@gmail.com,2019-11-28T03:14:39.089Z,EXPLANADA
31330,Blanche Diaz,blanche_diaz@gmail.com,2019-11-03T22:47:15.407Z,EXPLANADA
31331,Florence Pena,florence_pena@gmail.com,2019-11-27T12:02:59.618Z,EXPLANADA
31332,Roy Gross,roy_gross@gmail.com,2019-11-20T16:45:55.759Z,EXPLANADA
31333,Dale Myers,dale_myers@gmail.com,2019-11-07T08:08:04.579Z,SANTA_FE
31334,Daisy Sparks,daisy_sparks@gmail.com,2019-11-09T22:54:10.917Z,ANGELOPOLIS
31335,Ian Jennings,ian_jennings@gmail.com,2019-11-18T18:45:19.205Z,ANGELOPOLIS
31336,Willie Watts,willie_watts@gmail.com,2019-11-26T00:05:48.836Z,SOLESTA
31337,Rosetta Rivera,chester_robinson@gmail.com,2019-11-05T08:32:09.726Z,SANTA_FE
31338,Callie Carr,callie_carr@gmail.com,2019-11-11T19:54:16.507Z,ANGELOPOLIS
31339,Ethel Spencer,ethel_spencer@gmail.com,2019-11-15T15:42:58.965Z,ANGELOPOLIS
31340,Shane Barnes,shane_barnes@gmail.com,2019-11-17T12:43:28.231Z,EXPLANADA
31341,Alta Hayes,alta_hayes@gmail.com,2019-11-08T21:41:44.000Z,EXPLANADA
31342,Dale Stewart,dale_stewart@gmail.com,2019-11-22T14:19:22.066Z,EXPLANADA
31343,Micheal Robertson,micheal_robertson@gmail.com,2019-11-27T11:57:22.676Z,EXPLANADA
31344,Julia Stewart,julia_stewart@gmail.com,2019-11-25T06:22:53.939Z,SANTA_FE
31345,Estelle McCoy,estelle_mccoy@gmail.com,2019-11-18T03:20:41.596Z,ANGELOPOLIS
31346,Anthony Walker,fanny_maxwell@gmail.com,2019-11-12T16:43:50.843Z,ANGELOPOLIS
31347,Victor Reid,victor_reid@gmail.com,2019-11-09T19:48:16.208Z,EXPLANADA
31348,Lenora Harrison,lenora_harrison@gmail.com,2019-11-15T13:23:25.229Z,ANGELOPOLIS
31349,Helen Warren,helen_warren@gmail.com,2019-11-07T21:10:16.951Z,ANGELOPOLIS
31350,Fred Goodman,fred_goodman@gmail.com,2019-11-29T01:41:31.880Z,SANTA_FE
31351,Catherine Hudson,catherine_hudson@gmail.com,2019-11-24T13:56:08.012Z,EXPLANADA
31352,Olga Davis,luis_ellis@gmail.com,2019-11-20T04:02:00.189Z,SANTA_FE
31353,Joe Miles,joe_miles@gmail.com,2019-11-17T20:58:51.348Z,EXPLANADA
31354,Julia Santos,julia_santos@gmail.com,2019-11-21T08:48:24.850Z,ANGELOPOLIS
31355,Vernon Crawford,vernon_crawford@gmail.com,2019-11-15T21:53:53.516Z,SOLESTA
31356,Leo Wood,leo_wood@gmail.com,2019-11-10T18:58:26.794Z,ANGELOPOLIS
31357,Violet Byrd,dylan_cobb@gmail.com,2019-11-04T08:42:32.987Z,SANTA_FE
31358,Gavin Nash,gavin_nash@gmail.com,2019-11-16T13:24:28.831Z,EXPLANADA
31359,Marie Graves,marie_graves@gmail.com,2019-11-11T16:56:25.203Z,EXPLANADA
31360,Emma Norman,emma_norman@gmail.com,2019-11-23T20:39:57.586Z,SANTA_FE
